projectName,feedbackQuestionName,dateStart,dateEnd,userEmail,checkedAnswer,textAnswer
Ford-Gibson Project,How would you rate the problem-solving skills of the team?,10-07-2022,16-07-2022,marypeters@example.com,4.0,
"Smith, Richard and Arroyo Project",Were the project resources allocated efficiently? Please rate from 1 to 5,22-05-2022,28-05-2022,bsimpson@example.com,4.0,Fair
"Hale, Gray and Martinez Initiative",Were the project risks effectively managed? Please rate from 1 to 5,10-12-2023,16-12-2023,philip27@example.net,2.0,
Bell-Henderson Project,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,03-03-2024,09-03-2024,carlsonerica@example.net,2.0,
"Monroe, Campbell and Mack Initiative",How would you rate the quality of work delivered by the team?,15-05-2022,21-05-2022,sydneyroberts@example.org,3.0,Fair
Bailey-Jimenez Solution,Rate the accuracy of the project budget estimation from 1 to 5,09-07-2023,15-07-2023,rodney15@example.net,,
Clark Group Initiative,Did the project meet your expectations? Please rate from 1 to 5,15-01-2023,21-01-2023,nwright@example.com,1.0,
Lucas Inc Initiative,How satisfied are you with the project deliverables?,14-08-2022,20-08-2022,melaniejones@example.com,4.0,
Hale-Aguilar Solution,Did the project meet the specified deadlines? Please rate from 1 to 5,04-09-2022,10-09-2022,ericabond@example.net,1.0,
Carson-Clayton Initiative,How satisfied are you with the level of collaboration within the team?,24-03-2024,30-03-2024,katieclark@example.net,,
Rodriguez-Fletcher Solution,Did the project meet the specified deadlines? Please rate from 1 to 5,22-05-2022,28-05-2022,ftucker@example.com,,Fair
Knox-Pope Initiative,Were the project resources allocated efficiently? Please rate from 1 to 5,30-07-2023,05-08-2023,elozano@example.org,,
Boyer Inc Solution,Were the project risks effectively managed? Please rate from 1 to 5,09-10-2022,15-10-2022,hudsonwilliam@example.org,4.0,
"Monroe, Campbell and Mack Initiative",Did you find the project timeline realistic? Please rate from 1 to 5,08-10-2023,14-10-2023,icastillo@example.org,2.0,
White-Holland Solution,Rate the accuracy of the project budget estimation from 1 to 5,17-03-2024,23-03-2024,sarah96@example.net,1.0,
Hale-Aguilar Solution,Did the project meet the specified deadlines? Please rate from 1 to 5,10-04-2022,16-04-2022,jennifernunez@example.com,,
"Lopez, Ramirez and Harris Initiative",Were the project resources allocated efficiently? Please rate from 1 to 5,16-04-2023,22-04-2023,jerry57@example.org,5.0,Excellent
Singh Ltd Solution,How satisfied are you with the level of transparency in project communication?,22-05-2022,28-05-2022,stephensmith@example.com,4.0,
Weaver Group Solution,Were the project resources allocated efficiently? Please rate from 1 to 5,26-11-2023,02-12-2023,carolyn25@example.com,4.0,
Wright PLC Solution,How satisfied are you with the level of collaboration within the team?,29-01-2023,04-02-2023,kimberlysutton@example.org,5.0,
Davis-Sullivan Project,Rate the level of innovation demonstrated in the project from 1 to 5,10-07-2022,16-07-2022,katrina80@example.net,3.0,
Boyer Inc Solution,Rate the level of innovation demonstrated in the project from 1 to 5,14-05-2023,20-05-2023,kimwilliam@example.org,3.0,
"Hall, Copeland and Fuller Solution",Rate the accuracy of the project budget estimation from 1 to 5,17-03-2024,23-03-2024,michaeltaylor@example.com,2.0,Excellent
Carson-Clayton Initiative,How would you rate the level of client satisfaction with the project outcomes?,09-04-2023,15-04-2023,cory92@example.net,,
Nolan-Clark Initiative,Were the project resources allocated efficiently? Please rate from 1 to 5,03-07-2022,09-07-2022,bradley85@example.net,4.0,
Thomas Inc Project,How would you rate the problem-solving skills of the team?,01-01-2023,07-01-2023,davidreyes@example.org,2.0,
Sanchez Inc Initiative,How satisfied are you with the level of transparency in project communication?,30-07-2023,05-08-2023,zadkins@example.net,1.0,Good
Miller Group Project,Did you find the project timeline realistic? Please rate from 1 to 5,17-07-2022,23-07-2022,cesarwalters@example.org,2.0,Good
Hale-Aguilar Solution,Rate the effectiveness of the project management on a scale of 1 to 5,17-09-2023,23-09-2023,burchjennifer@example.net,2.0,
Shaw-Lara Solution,How would you rate the level of client satisfaction with the project outcomes?,19-03-2023,25-03-2023,tanyaaguirre@example.com,1.0,Good
Lucas Inc Initiative,Were the project resources allocated efficiently? Please rate from 1 to 5,02-04-2023,08-04-2023,areese@example.net,2.0,Good
Singh Ltd Solution,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,11-09-2022,17-09-2022,wgonzalez@example.com,3.0,
Miller Group Project,Rate the communication between team members on a scale of 1 to 5,10-09-2023,16-09-2023,dgilmore@example.net,5.0,
Walker-Evans Initiative,Did the project meet the specified deadlines? Please rate from 1 to 5,06-08-2023,12-08-2023,scarter@example.org,,Fair
"Monroe, Campbell and Mack Initiative",How would you rate the problem-solving skills of the team?,08-05-2022,14-05-2022,makaylawilliams@example.net,4.0,Excellent
Singh Ltd Solution,Rate the effectiveness of the project management on a scale of 1 to 5,10-12-2023,16-12-2023,alison18@example.net,2.0,Average
Ford-Gibson Project,How satisfied are you with the level of transparency in project communication?,07-04-2024,13-04-2024,crawfordrobert@example.com,1.0,Good
Lewis PLC Project,Were the project goals clearly defined? Please rate from 1 to 5,01-01-2023,07-01-2023,dschwartz@example.org,4.0,
"Johnson, Pierce and Davis Project",Rate the effectiveness of the project management on a scale of 1 to 5,18-12-2022,24-12-2022,ambermitchell@example.net,5.0,
"Hall, Copeland and Fuller Solution",Did you find the project timeline realistic? Please rate from 1 to 5,28-05-2023,03-06-2023,wendy97@example.com,4.0,
Lam-Garrison Initiative,How satisfied are you with the overall progress of the project?,07-01-2024,13-01-2024,beth95@example.com,3.0,
Miller Group Project,Rate the accuracy of the project budget estimation from 1 to 5,25-06-2023,01-07-2023,james34@example.org,1.0,
Clark Group Initiative,Were the project goals clearly defined? Please rate from 1 to 5,17-03-2024,23-03-2024,shannonfranklin@example.net,1.0,
Lyons-Harrison Initiative,Did the project meet the specified deadlines? Please rate from 1 to 5,26-02-2023,04-03-2023,martinbruce@example.org,3.0,
"Johnson, Williams and Stanley Solution",How would you rate the quality of work delivered by the team?,02-07-2023,08-07-2023,keithwilliams@example.com,4.0,
Singh Ltd Solution,Did the project meet your expectations? Please rate from 1 to 5,14-05-2023,20-05-2023,alison18@example.net,,
Rodriguez-Fletcher Solution,How would you rate the problem-solving skills of the team?,14-08-2022,20-08-2022,ryancarroll@example.org,4.0,
Nguyen-Cox Initiative,How satisfied are you with the project deliverables?,28-01-2024,03-02-2024,xbrown@example.org,1.0,
Shaffer-Donovan Initiative,Rate the level of adaptability shown by the team members on a scale of 1 to 5,26-03-2023,01-04-2023,laurawilson@example.org,4.0,
Miller Group Project,Did the project meet the specified deadlines? Please rate from 1 to 5,25-06-2023,01-07-2023,james34@example.org,3.0,
Miller Group Project,How satisfied are you with the level of transparency in project communication?,24-07-2022,30-07-2022,gabrielalvarez@example.org,1.0,
Yoder Inc Initiative,Rate the level of innovation demonstrated in the project from 1 to 5,23-07-2023,29-07-2023,murphymaria@example.org,3.0,Good
White-Holland Solution,Were the project resources allocated efficiently? Please rate from 1 to 5,05-03-2023,11-03-2023,brian59@example.org,5.0,
Morgan Inc Project,Rate the accuracy of the project budget estimation from 1 to 5,04-12-2022,10-12-2022,sueellis@example.com,1.0,
Boyer Inc Solution,How satisfied are you with the project deliverables?,04-09-2022,10-09-2022,vargasjacqueline@example.org,4.0,
Bell-Henderson Project,How would you rate the quality of work delivered by the team?,26-02-2023,04-03-2023,aaron61@example.com,3.0,Poor
Weaver Group Solution,How satisfied are you with the level of collaboration within the team?,28-05-2023,03-06-2023,hgarcia@example.net,2.0,
Clark Group Initiative,How satisfied are you with the overall progress of the project?,06-08-2023,12-08-2023,simmonsbilly@example.org,1.0,
Walker-Evans Initiative,Rate the effectiveness of the project management on a scale of 1 to 5,10-12-2023,16-12-2023,kristenwoodward@example.net,,
Love Inc Initiative,Rate the communication between team members on a scale of 1 to 5,01-05-2022,07-05-2022,kelly23@example.com,1.0,
"Smith, Richard and Arroyo Project",Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,30-04-2023,06-05-2023,wagnersamantha@example.com,4.0,Average
"Monroe, Campbell and Mack Initiative",How satisfied are you with the level of collaboration within the team?,04-06-2023,10-06-2023,martinezdebra@example.com,,
"Hale, Gray and Martinez Initiative",Were the project risks effectively managed? Please rate from 1 to 5,24-03-2024,30-03-2024,adkinsmeredith@example.net,4.0,
Sanchez Inc Initiative,Rate the level of innovation demonstrated in the project from 1 to 5,24-07-2022,30-07-2022,michaelbrown@example.net,2.0,
Boyer Inc Solution,How would you rate the quality of work delivered by the team?,16-07-2023,22-07-2023,apowell@example.com,1.0,
"Hall, Copeland and Fuller Solution",Rate the accuracy of the project budget estimation from 1 to 5,18-06-2023,24-06-2023,barbarahopkins@example.org,3.0,
Boyer Inc Solution,Were the project risks effectively managed? Please rate from 1 to 5,25-06-2023,01-07-2023,harrismatthew@example.com,1.0,
Roberts Ltd Initiative,Were the project risks effectively managed? Please rate from 1 to 5,25-02-2024,02-03-2024,tfrench@example.com,5.0,Fair
Rodriguez-Fletcher Solution,How satisfied are you with the project deliverables?,25-12-2022,31-12-2022,watkinsjesse@example.net,5.0,
"Johnson, Pierce and Davis Project",Were the project risks effectively managed? Please rate from 1 to 5,11-12-2022,17-12-2022,davenportruth@example.net,3.0,
Boyer Inc Solution,How satisfied are you with the level of collaboration within the team?,05-06-2022,11-06-2022,abrown@example.org,5.0,
Boyer Inc Solution,Rate the level of innovation demonstrated in the project from 1 to 5,24-03-2024,30-03-2024,qmiller@example.net,1.0,
"Hall, Copeland and Fuller Solution",Were the project goals clearly defined? Please rate from 1 to 5,19-11-2023,25-11-2023,deanna38@example.net,1.0,
White-Lozano Project,How satisfied are you with the project deliverables?,19-06-2022,25-06-2022,mcervantes@example.com,5.0,
Harrison LLC Solution,Did you find the project timeline realistic? Please rate from 1 to 5,31-07-2022,06-08-2022,hthomas@example.org,5.0,
Carson-Clayton Initiative,Did the project meet your expectations? Please rate from 1 to 5,17-12-2023,23-12-2023,floreslisa@example.net,,
Lucas Inc Initiative,Were the project goals clearly defined? Please rate from 1 to 5,01-01-2023,07-01-2023,elliottchelsea@example.net,5.0,
"Lam, Fisher and Abbott Project",Did you find the project timeline realistic? Please rate from 1 to 5,19-03-2023,25-03-2023,jmyers@example.com,,
Martinez Inc Solution,How satisfied are you with the level of collaboration within the team?,07-01-2024,13-01-2024,westann@example.org,,
Davis-Sullivan Project,How satisfied are you with the overall progress of the project?,26-02-2023,04-03-2023,catherine40@example.net,4.0,
Sanchez Inc Initiative,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,08-05-2022,14-05-2022,andrew68@example.com,1.0,
Lyons-Harrison Initiative,How satisfied are you with the level of transparency in project communication?,02-07-2023,08-07-2023,juliebrown@example.com,5.0,
"Monroe, Campbell and Mack Initiative",How satisfied are you with the level of collaboration within the team?,18-06-2023,24-06-2023,timothy01@example.com,,Poor
Thomas Inc Project,How satisfied are you with the overall progress of the project?,09-10-2022,15-10-2022,alisonhartman@example.net,5.0,Average
Vasquez PLC Initiative,How satisfied are you with the level of collaboration within the team?,07-04-2024,13-04-2024,cooksteven@example.net,,
"Silva, Wright and Schmidt Initiative",Were the project risks effectively managed? Please rate from 1 to 5,21-08-2022,27-08-2022,vbradley@example.net,4.0,
Ford-Gibson Project,How would you rate the quality of work delivered by the team?,10-12-2023,16-12-2023,warrenmorris@example.com,4.0,Excellent
Harrison LLC Solution,How satisfied are you with the overall progress of the project?,01-05-2022,07-05-2022,jerry95@example.com,2.0,
"Monroe, Campbell and Mack Initiative",How satisfied are you with the project deliverables?,26-02-2023,04-03-2023,duanecampos@example.com,2.0,
Lam-Garrison Initiative,Were the project goals clearly defined? Please rate from 1 to 5,15-05-2022,21-05-2022,keith70@example.com,,
Harris-Randolph Initiative,Rate the communication between team members on a scale of 1 to 5,14-01-2024,20-01-2024,samuellee@example.net,1.0,
Boyer Inc Solution,Rate the effectiveness of the project management on a scale of 1 to 5,07-04-2024,13-04-2024,derrick89@example.org,4.0,
Shaffer-Donovan Initiative,How would you rate the level of client satisfaction with the project outcomes?,12-02-2023,18-02-2023,jeremiahwhite@example.net,4.0,
Morgan Inc Project,Rate the effectiveness of the project management on a scale of 1 to 5,03-07-2022,09-07-2022,emily09@example.org,3.0,
Shaffer-Donovan Initiative,Did you find the project timeline realistic? Please rate from 1 to 5,23-10-2022,29-10-2022,bnelson@example.com,5.0,Good
Thomas Inc Project,Rate the communication between team members on a scale of 1 to 5,29-10-2023,04-11-2023,rodriguezmaureen@example.com,5.0,
Martinez Inc Solution,How satisfied are you with the project deliverables?,26-06-2022,02-07-2022,craigbenton@example.com,5.0,
