projectName,feedbackQuestionName,dateStart,dateEnd,userEmail,checkedAnswer,textAnswer
Smith PLC Project,Rate the level of innovation demonstrated in the project from 1 to 5,23-07-2023,29-07-2023,raymondmcintyre@example.org,3.0,
Ross and Sons Solution,Rate the accuracy of the project budget estimation from 1 to 5,01-01-2023,07-01-2023,schmidtpamela@example.net,1.0,
"Roberts, Brown and Lee Initiative",Did the project meet the specified deadlines? Please rate from 1 to 5,06-11-2022,12-11-2022,brookeperez@example.net,2.0,
"Roberts, Brown and Lee Initiative",Did you find the project timeline realistic? Please rate from 1 to 5,05-11-2023,11-11-2023,fmeyers@example.net,2.0,
Campbell Inc Initiative,Rate the level of stakeholder engagement on a scale of 1 to 5,30-10-2022,05-11-2022,jasminerhodes@example.org,4.0,
Stewart Group Initiative,Rate the accuracy of the project budget estimation from 1 to 5,02-04-2023,08-04-2023,amandabranch@example.net,3.0,
Parker-Osborn Project,How satisfied are you with the level of transparency in project communication?,15-10-2023,21-10-2023,mking@example.org,1.0,
"Hernandez, Smith and Lee Project",How satisfied are you with the level of collaboration within the team?,28-01-2024,03-02-2024,morganalan@example.com,5.0,
"Castillo, Frey and Stewart Project",How would you rate the quality of work delivered by the team?,31-07-2022,06-08-2022,eric46@example.com,3.0,Average
Wheeler and Sons Initiative,How would you rate the problem-solving skills of the team?,28-01-2024,03-02-2024,adamspatrick@example.com,2.0,Average
"Hill, Hernandez and Jones Project",Did you find the project timeline realistic? Please rate from 1 to 5,09-04-2023,15-04-2023,rubiosara@example.net,2.0,
"Roberts, Brown and Lee Initiative",Were the project risks effectively managed? Please rate from 1 to 5,09-10-2022,15-10-2022,levyangela@example.net,5.0,
"Jones, Meyer and Smith Solution",Were the project goals clearly defined? Please rate from 1 to 5,14-05-2023,20-05-2023,larrymcdaniel@example.org,5.0,
Watson-Mcdowell Project,Did the project meet the specified deadlines? Please rate from 1 to 5,03-12-2023,09-12-2023,brandistanley@example.com,3.0,
"Hernandez, Smith and Lee Project",Rate the level of innovation demonstrated in the project from 1 to 5,25-06-2023,01-07-2023,patriciabryant@example.com,5.0,
Carpenter-Holmes Project,How would you rate the level of client satisfaction with the project outcomes?,12-06-2022,18-06-2022,tfritz@example.com,3.0,
Saunders LLC Solution,How satisfied are you with the overall progress of the project?,02-04-2023,08-04-2023,brownsarah@example.net,5.0,Average
Schneider-Tyler Solution,Rate the level of stakeholder engagement on a scale of 1 to 5,17-09-2023,23-09-2023,qhill@example.org,5.0,
"Ayala, Sexton and Casey Solution",Were the project resources allocated efficiently? Please rate from 1 to 5,01-01-2023,07-01-2023,james09@example.org,1.0,Good
"Barron, Brown and Hicks Project",Were the project resources allocated efficiently? Please rate from 1 to 5,07-04-2024,13-04-2024,bryantmary@example.org,5.0,
"Roberts, Brown and Lee Initiative",How would you rate the quality of work delivered by the team?,21-08-2022,27-08-2022,ashleemartinez@example.net,1.0,
Allison and Sons Project,How satisfied are you with the project deliverables?,05-06-2022,11-06-2022,ramirezmatthew@example.org,5.0,Fair
Saunders LLC Solution,How would you rate the quality of work delivered by the team?,12-02-2023,18-02-2023,madisonkaiser@example.org,4.0,
"Hernandez, Smith and Lee Project",Rate the accuracy of the project budget estimation from 1 to 5,11-09-2022,17-09-2022,ybryant@example.org,1.0,Poor
Carpenter-Holmes Project,Did the project meet the specified deadlines? Please rate from 1 to 5,04-02-2024,10-02-2024,brownvanessa@example.net,2.0,
Saunders LLC Solution,Did you find the project timeline realistic? Please rate from 1 to 5,10-09-2023,16-09-2023,paula44@example.net,3.0,Poor
Watson-Mcdowell Project,Rate the communication between team members on a scale of 1 to 5,20-08-2023,26-08-2023,murphyveronica@example.com,,
Mccarthy Group Initiative,How satisfied are you with the overall progress of the project?,17-03-2024,23-03-2024,christensenanna@example.org,5.0,
Frey LLC Solution,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,10-12-2023,16-12-2023,breanna49@example.com,1.0,Excellent
"Francis, Quinn and Cook Initiative",Rate the level of innovation demonstrated in the project from 1 to 5,14-08-2022,20-08-2022,timothy89@example.org,3.0,
Wheeler and Sons Initiative,Rate the communication between team members on a scale of 1 to 5,20-11-2022,26-11-2022,vharrison@example.com,4.0,
Andrews Inc Project,Did the project meet your expectations? Please rate from 1 to 5,31-03-2024,06-04-2024,kathleen02@example.com,4.0,Fair
"Lopez, Bradley and Sharp Initiative",Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,01-10-2023,07-10-2023,warren74@example.com,4.0,
Wheeler and Sons Initiative,How satisfied are you with the level of collaboration within the team?,09-07-2023,15-07-2023,jonesstanley@example.org,,
Ross and Sons Solution,How satisfied are you with the overall progress of the project?,11-09-2022,17-09-2022,emoore@example.net,2.0,
"Thompson, Adkins and Harris Initiative",How would you rate the level of client satisfaction with the project outcomes?,11-09-2022,17-09-2022,martinezscott@example.org,4.0,
Mckenzie and Sons Project,Rate the level of stakeholder engagement on a scale of 1 to 5,12-11-2023,18-11-2023,cjones@example.com,1.0,
"Jones, Meyer and Smith Solution",Rate the level of innovation demonstrated in the project from 1 to 5,21-01-2024,27-01-2024,osmith@example.com,2.0,
Ward Ltd Project,Rate the accuracy of the project budget estimation from 1 to 5,01-01-2023,07-01-2023,guzmanmiguel@example.org,3.0,Average
Green Ltd Project,Did the project meet the specified deadlines? Please rate from 1 to 5,05-06-2022,11-06-2022,qstephens@example.com,2.0,
Andrews Inc Project,How would you rate the quality of work delivered by the team?,05-03-2023,11-03-2023,lauren92@example.com,1.0,Good
Barnett-Harris Initiative,Were the project goals clearly defined? Please rate from 1 to 5,26-06-2022,02-07-2022,wilsonkayla@example.net,5.0,
Schneider-Tyler Solution,How would you rate the quality of work delivered by the team?,14-01-2024,20-01-2024,teresacox@example.net,5.0,
Carpenter-Holmes Project,Did the project meet the specified deadlines? Please rate from 1 to 5,06-11-2022,12-11-2022,shudson@example.org,2.0,
Middleton Ltd Project,Rate the effectiveness of the project management on a scale of 1 to 5,31-12-2023,06-01-2024,susantaylor@example.com,,
"Castillo, Frey and Stewart Project",How satisfied are you with the overall progress of the project?,05-11-2023,11-11-2023,judithshaw@example.org,,
Parker-Osborn Project,How would you rate the level of client satisfaction with the project outcomes?,24-12-2023,30-12-2023,beth50@example.com,2.0,
Solis-Smith Project,Rate the accuracy of the project budget estimation from 1 to 5,06-11-2022,12-11-2022,daniel04@example.com,3.0,Poor
Ward Ltd Project,How satisfied are you with the overall progress of the project?,28-08-2022,03-09-2022,sandra48@example.com,2.0,
Ward Ltd Project,How would you rate the quality of work delivered by the team?,31-12-2023,06-01-2024,lewiswanda@example.org,3.0,
Stanton-Pollard Project,How would you rate the quality of work delivered by the team?,03-12-2023,09-12-2023,ymitchell@example.net,,Poor
"Hernandez, Smith and Lee Project",Rate the level of innovation demonstrated in the project from 1 to 5,16-10-2022,22-10-2022,ybrown@example.net,1.0,
"Hill, Hernandez and Jones Project",Were the project goals clearly defined? Please rate from 1 to 5,07-04-2024,13-04-2024,mackamy@example.com,1.0,
Mckenzie and Sons Project,Rate the level of innovation demonstrated in the project from 1 to 5,25-06-2023,01-07-2023,brettsmith@example.net,1.0,
Campbell Inc Initiative,Rate the level of adaptability shown by the team members on a scale of 1 to 5,27-11-2022,03-12-2022,kblankenship@example.org,,
Green Ltd Project,Rate the accuracy of the project budget estimation from 1 to 5,04-12-2022,10-12-2022,cheryl68@example.net,5.0,
"Thompson, Adkins and Harris Initiative",Rate the accuracy of the project budget estimation from 1 to 5,06-11-2022,12-11-2022,tricia46@example.org,,
Stanton-Pollard Project,Did you find the project timeline realistic? Please rate from 1 to 5,11-02-2024,17-02-2024,kmiller@example.org,4.0,
Andrews Inc Project,How would you rate the quality of work delivered by the team?,13-08-2023,19-08-2023,wolfnicholas@example.org,,
Parker-Osborn Project,Did the project meet the specified deadlines? Please rate from 1 to 5,19-02-2023,25-02-2023,erikakline@example.org,5.0,Fair
"Hernandez, Smith and Lee Project",Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,04-09-2022,10-09-2022,hollybrown@example.com,1.0,
Schneider-Tyler Solution,Rate the level of innovation demonstrated in the project from 1 to 5,24-09-2023,30-09-2023,cjohnson@example.org,5.0,
Ward Ltd Project,Did the project meet the specified deadlines? Please rate from 1 to 5,30-04-2023,06-05-2023,douglas57@example.net,1.0,
Saunders LLC Solution,How satisfied are you with the overall progress of the project?,30-07-2023,05-08-2023,ymitchell@example.net,,
Stanton-Pollard Project,How would you rate the problem-solving skills of the team?,17-12-2023,23-12-2023,joshua56@example.org,5.0,
Stewart Group Initiative,How satisfied are you with the overall progress of the project?,16-10-2022,22-10-2022,rmckinney@example.org,1.0,
Green Ltd Project,Were the project resources allocated efficiently? Please rate from 1 to 5,31-03-2024,06-04-2024,douglasmorris@example.com,4.0,
"Hill, Hernandez and Jones Project",Rate the level of innovation demonstrated in the project from 1 to 5,31-07-2022,06-08-2022,juarezsherry@example.org,5.0,
Carpenter-Holmes Project,How satisfied are you with the level of collaboration within the team?,15-01-2023,21-01-2023,davidbaxter@example.net,2.0,
"Lopez, Bradley and Sharp Initiative",Were the project goals clearly defined? Please rate from 1 to 5,21-01-2024,27-01-2024,nwalker@example.net,4.0,
Randall-Reyes Initiative,How satisfied are you with the level of transparency in project communication?,08-05-2022,14-05-2022,simonmarie@example.com,,
Mccarthy Group Initiative,Were the project risks effectively managed? Please rate from 1 to 5,05-02-2023,11-02-2023,kim12@example.com,1.0,
Moreno Ltd Project,Rate the effectiveness of the project management on a scale of 1 to 5,28-08-2022,03-09-2022,lanejennifer@example.org,4.0,Good
Middleton Ltd Project,Rate the level of adaptability shown by the team members on a scale of 1 to 5,29-01-2023,04-02-2023,jason74@example.net,,Fair
"Roberts, Brown and Lee Initiative",Were the project risks effectively managed? Please rate from 1 to 5,23-10-2022,29-10-2022,brandistanley@example.com,3.0,
Parker-Osborn Project,How would you rate the quality of work delivered by the team?,12-03-2023,18-03-2023,bgalloway@example.com,4.0,
Wheeler and Sons Initiative,Did the project meet your expectations? Please rate from 1 to 5,28-05-2023,03-06-2023,franciscosmith@example.org,5.0,
Andrews Inc Project,Rate the level of adaptability shown by the team members on a scale of 1 to 5,11-12-2022,17-12-2022,wilsonwilliam@example.net,1.0,
Johnson-Duncan Initiative,Did the project meet the specified deadlines? Please rate from 1 to 5,31-03-2024,06-04-2024,waremikayla@example.com,,
Middleton Ltd Project,Were the project resources allocated efficiently? Please rate from 1 to 5,23-07-2023,29-07-2023,natalie62@example.com,,
Stewart Group Initiative,How satisfied are you with the project deliverables?,03-03-2024,09-03-2024,christopher87@example.com,2.0,
Moreno Ltd Project,Were the project resources allocated efficiently? Please rate from 1 to 5,31-07-2022,06-08-2022,robertmiller@example.com,2.0,Fair
"French, Perez and Hernandez Solution",How satisfied are you with the overall progress of the project?,01-05-2022,07-05-2022,djohnson@example.com,,
Middleton Ltd Project,Rate the effectiveness of the project management on a scale of 1 to 5,02-10-2022,08-10-2022,michael76@example.net,3.0,
Barnett-Harris Initiative,How satisfied are you with the level of transparency in project communication?,10-09-2023,16-09-2023,lindseycook@example.org,4.0,
Clarke Inc Initiative,Did you find the project timeline realistic? Please rate from 1 to 5,26-06-2022,02-07-2022,benjamin56@example.org,,
"Castillo, Frey and Stewart Project",Were the project resources allocated efficiently? Please rate from 1 to 5,16-10-2022,22-10-2022,ovaughn@example.com,1.0,
Parker-Osborn Project,Were the project resources allocated efficiently? Please rate from 1 to 5,11-06-2023,17-06-2023,claytonrush@example.org,1.0,
Watson-Mcdowell Project,How satisfied are you with the level of collaboration within the team?,15-05-2022,21-05-2022,garneranthony@example.com,,
Ross and Sons Solution,How satisfied are you with the level of transparency in project communication?,03-12-2023,09-12-2023,ehill@example.org,,
"Hill, Hernandez and Jones Project",Rate the accuracy of the project budget estimation from 1 to 5,31-07-2022,06-08-2022,lori50@example.org,3.0,
"Hernandez, Smith and Lee Project",How satisfied are you with the level of transparency in project communication?,14-08-2022,20-08-2022,bpotter@example.net,3.0,
Middleton Ltd Project,Were the project risks effectively managed? Please rate from 1 to 5,23-04-2023,29-04-2023,mthompson@example.net,5.0,
"Hill, Hernandez and Jones Project",Rate the level of innovation demonstrated in the project from 1 to 5,25-02-2024,02-03-2024,angela50@example.com,3.0,
"Hill, Hernandez and Jones Project",How satisfied are you with the overall progress of the project?,01-01-2023,07-01-2023,reginaharmon@example.org,1.0,
Barnett-Harris Initiative,Rate the communication between team members on a scale of 1 to 5,29-01-2023,04-02-2023,reynoldscynthia@example.com,2.0,
Frey LLC Solution,Did the project meet your expectations? Please rate from 1 to 5,30-10-2022,05-11-2022,johnsoncurtis@example.net,4.0,
